id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
OTC_100,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_100,Institutional capacity,governance capacity,Outcome,2,OTC_103,"Capacity comprising the ability of an organisation or institution to perform its functions effectively, efficiently, and sustainably, encompassing its human, financial, and adaptive-management resources.",UNDP (institutional capacity development),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Lexicon consensus,current,5.0.0-draft
OTC_050,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_050,Resilience,,Outcome,1,,"Outcome construct denoting the capacity of interconnected social, economic and ecological systems to cope with a hazardous event, trend or disturbance, responding or reorganising in ways that maintain their essential function, identity and structure, while retaining the capacity for adaptation, learning and transformation.",IPCC AR6 WGII Glossary (Resilience),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_114,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_114,Climate resilience,climate-resilient; resilient to climate; resilience to climate; resilience to climate change,Outcome,2,OTC_050,"Resilience specifically to climate-related hazards, comprising the capacity of a social, economic, or ecological system to anticipate, absorb, accommodate, or recover from the effects of a climate hazard while maintaining its essential function, identity, and structure.",IPCC AR6 WGII Glossary (Resilience),Outcome,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,PRMS pilot,current,5.0.0-draft
OTC_123,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_123,Agricultural resilience,,Outcome,2,OTC_050,Resilience of agricultural production and livelihoods to shocks and stresses.,IPCC AR6 WGII Glossary: Resilience (scoped to agriculture),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_124,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_124,Landscape resilience,,Outcome,2,OTC_050,Resilience of landscape-level ecological and social functions to shocks and stresses.,IPCC AR6 WGII Glossary: Resilience (scoped to landscapes),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_125,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_125,Food system resilience,,Outcome,2,OTC_050,"Resilience of food systems to shocks and stresses affecting production, supply chains and access.",IPCC AR6 WGII Glossary: Resilience (scoped to food systems); HLPE,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_126,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_126,Economic resilience,,Outcome,2,OTC_050,"Resilience of incomes, assets and economic activity to shocks and stresses.",IPCC AR6 WGII Glossary: Resilience (scoped to economies),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_101,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_101,Climate risk reduction,,Outcome,1,,"Outcome construct denoting a decrease in climate-related risk to a system, achieved by lowering hazard exposure, vulnerability, or sensitivity.",UNDRR; IPCC AR6 WGII (risk reduction),Outcome,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_096,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_096,Wellbeing,,Outcome,1,,"Outcome construct denoting a state of existence that fulfils various human needs, including material living conditions and quality of life, as well as the ability to pursue one's goals, to thrive, and to feel satisfied with life.",IPCC AR6 WGII Glossary: Well-being,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_093,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_093,Adaptation effectiveness,,Outcome,1,,Outcome construct denoting the extent to which an adaptation action is anticipated or observed to reduce climate-related risk.,IPCC AR6 WGII (adaptation effectiveness),Outcome,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_097,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_097,Food loss,post-harvest loss,Outcome,1,,Outcome construct denoting the quantity or quality of food lost along the supply chain from production up to (but not including) the retail stage.,FAO SOFA 2019; SDG 12.3,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_098,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_098,Food waste,,Outcome,1,,"Outcome construct denoting the quantity or quality of food lost at the retail and consumption stages, including food discarded or left to spoil.",FAO SOFA 2019; SDG 12.3,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_105,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_105,Greenhouse gas emissions,emission level; emission reduction; reduced emissions; carbon footprint; carbon footprint reduction; emission mitigation; Carbon emission; Diesel emissions; Nitrogen emissions; Agrifood emissions,Outcome,1,,"Quantity of greenhouse gases released to the atmosphere by an activity, system, or territory over a defined period, expressed in carbon dioxide equivalent.",IPCC; UNFCCC,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
OTC_106,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_106,Carbon sequestered,carbon storage; sequestered carbon; carbon sequestration; carbon uptake,Outcome,1,,"Quantity of atmospheric carbon captured and stored in biomass, soils, or other reservoirs over a defined period.",IPCC,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
OTC_107,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_107,Soil organic carbon,soil carbon; SOC,Outcome,1,,"Quantity of carbon held in soil organic matter, a determinant of both soil health and terrestrial carbon storage.",IPCC SRCCL; AGROVOC,Outcome,Adaptation + Mitigation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
OTC_108,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_108,Emission intensity,carbon intensity; Greenhouse gas intensity,Outcome,1,,Greenhouse gas emissions per unit of agricultural output or activity.,IPCC,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
OTC_110,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_110,Net zero emissions,net zero; carbon neutrality; carbon negative,Outcome,1,,Condition in which metric-weighted anthropogenic greenhouse gas emissions are balanced by metric-weighted anthropogenic greenhouse gas removals over a defined period.,IPCC AR6 WGII Annex II,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
OTC_111,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_111,Energy efficiency,energy-use efficiency,Outcome,1,,"State in which a given service is delivered using less energy input, lowering fossil-fuel use and associated greenhouse gas emissions.",IEA,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
OTC_112,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_112,Nitrogen use efficiency,NUE,Outcome,1,,"Ratio of nitrogen taken up in harvested product to nitrogen applied, a determinant of both agricultural productivity and nitrous oxide emissions.",AGROVOC; IPCC,Outcome,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
OTC_113,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_113,Water use efficiency,WUE,Outcome,1,,"Ratio of agricultural output to the volume of water used, a determinant of productivity and resilience under water scarcity.",AGROVOC; FAO,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_115,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_115,Equity,fairness,Outcome,1,,"Outcome construct denoting the fair distribution of adaptation benefits, burdens, risks, and decision-making power across people and groups, accounting for differing needs, capacities, and historical disadvantage.",IPCC AR6 WGII (equity and justice in adaptation),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_127,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_127,Social equity,,Outcome,2,OTC_115,"Equity in the distribution of resources, opportunities and benefits across social groups.",IPCC AR6 WGII (equity and justice in adaptation),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_139,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_139,Gender equity,gender equality,Outcome,2,OTC_115,"Equity between women and men in the distribution of resources, opportunities and benefits.",CGIAR GENDER Impact Platform; FAO,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_116,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_116,Inclusion,inclusive,Outcome,1,,"Outcome construct denoting the meaningful participation and benefit of all relevant groups, particularly those marginalised or differentially vulnerable, in adaptation decision-making and action.",IPCC AR6 WGII (inclusion); CGIAR GENDER,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_128,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_128,Gender inclusion,,Outcome,2,OTC_116,"Inclusion of women and men on equitable terms in activities, institutions and benefits.",CGIAR GENDER Impact Platform; IPCC AR6 WGII (inclusion),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_129,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_129,Social inclusion,,Outcome,2,OTC_116,"Inclusion of marginalised or disadvantaged social groups in activities, institutions and benefits.",IPCC AR6 WGII (inclusion); CGIAR GENDER,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_130,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_130,Financial inclusion,inclusive finance; financial access,Outcome,2,OTC_116,Inclusion of individuals and enterprises in access to and use of affordable formal financial services.,World Bank (financial inclusion),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
CCC_32,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/CCC_32,Youth inclusion,youth engagement,Outcome,2,OTC_116,"Inclusion of young people, addressing their distinct constraints, aspirations, and roles in agriculture and adaptation.",IFAD (youth inclusion / rural youth),Cross-cutting,Adaptation,Adaptation-conditional,"Cross-cutting concept applies to a qualifying intervention, outcome, or impact; NOT adaptation when applied generically with nothing qualifying to attach to.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_117,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_117,Land Degradation Neutrality,LDN,Outcome,1,,"Outcome construct denoting a state in which the amount and quality of land resources necessary to support ecosystem functions and food security remains stable or increases, by balancing land degradation against restoration and sustainable management.","UNCCD (Land Degradation Neutrality, SDG 15.3)",Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_118,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_118,Loss and damage,losses and damages,Outcome,1,,"Outcome construct denoting the adverse impacts of climate change that occur despite, or in the absence of, mitigation and adaptation, spanning both economic and non-economic harm.",IPCC AR6 WGII Glossary; UNFCCC,Outcome,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
OTC_119,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_119,Maladaptation,maladaptive outcome,Outcome,1,,"Outcome construct denoting a pattern in which actions intended as adaptation lead to increased or shifted climate risk, more inequitable outcomes, or diminished welfare, now or in the future.",IPCC AR6 WGII Glossary: Maladaptation,Outcome,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
OTC_120,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_120,Co-benefit,co-control benefit,Outcome,1,,Outcome construct denoting a positive effect that an action taken for one climate objective has on another objective or on wider social and environmental goals.,FAO; IPCC,Outcome,Adaptation + Mitigation,Adaptation-conditional,"Cross-cutting concept applies to a qualifying intervention, outcome, or impact; NOT adaptation when applied generically with nothing qualifying to attach to.",Mitigation-conditional,FALSE,Lexicon consensus,current,5.0.0-draft
OTC_131,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_131,Agronomic performance,,Outcome,1,,"Outcome construct denoting the field performance of crops or practices - establishment, growth and yield components.",AGROVOC: agronomic characters,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_132,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_132,Behavioural change,behavior change; behavioral change,Outcome,1,,"Outcome construct denoting changes in the practices, decisions or habits of individuals or organisations.",behaviour-change literature; WHO,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_133,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_133,Employment,job creation,Outcome,1,,Outcome construct denoting paid work and jobs generated or sustained.,ILO (decent work and employment),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_134,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_134,Rate of return,,Outcome,1,,Outcome construct denoting the financial or economic return generated per unit invested.,CIMMYT (1988) From Agronomic Data to Farmer Recommendations; OECD,Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_135,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_135,Marginal rate of return,,Outcome,2,OTC_134,Rate of return on an additional unit of investment.,CIMMYT (1988) From Agronomic Data to Farmer Recommendations (marginal rate of return),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_136,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_136,Return on investment,ROI,Outcome,2,OTC_134,Rate of return expressing net benefit as a share of investment cost.,OECD (return on investment),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OTC_137,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OTC_137,Food access,access to food,Outcome,1,,"Outcome construct denoting the physical, social and economic access of people to sufficient, safe and nutritious food that meets their dietary needs.",FAO (food access; World Food Summit 1996),Outcome,Adaptation,Adaptation-conditional,"Outcome is measured against a climate hazard (e.g. yield under drought), OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it; NOT adaptation when it is a plain level or quantity result not framed against a climate stressor.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
IMP_001,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/IMP_001,Loss avoided,avoided damages; reduced loss; welfare protection,Impact,1,,"Higher-order, long-term impact in which agricultural, economic, or welfare losses attributable to climate hazards are reduced as a result of an adaptation intervention, assessed against a credible counterfactual baseline without the intervention.",IPCC AR6 WGII (avoided impacts / losses); UNFCCC WIM (loss and damage),Impact,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
IMP_002,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/IMP_002,Agronomic loss avoided,avoided agronomic loss; avoided production loss,Impact,2,IMP_001,"Loss avoided in crop, livestock, fishery, aquaculture, or agroforestry production under climate stress, compared with a no-adaptation baseline, including avoided reductions in yield, productivity, production quality, or productive assets.",IPCC AR6 WGII (avoided agricultural losses); FAO,Impact,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
IMP_003,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/IMP_003,Welfare loss avoided,avoided welfare loss,Impact,2,IMP_001,"Loss avoided in household or community welfare under climate stress, compared with a no-adaptation baseline, including avoided reductions in income, food security, assets, labour capacity, or coping ability.",IPCC AR6 WGII (avoided welfare losses),Impact,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
IMP_004,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/IMP_004,Avoided emissions,Scope 4 emissions,Impact,1,,Higher-order mitigation effect consisting of greenhouse gas emissions prevented relative to a baseline or counterfactual.,IPCC; NCASI,Impact,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Lexicon consensus,current,5.0.0-draft
IMP_005,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/IMP_005,Avoided land-use-change emissions,avoided land-use change; avoided deforestation emissions,Impact,2,IMP_004,Avoided emissions consisting of the greenhouse gas release prevented by retaining existing land cover and its carbon stock rather than converting it to another use.,IPCC,Impact,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
ADP_01,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/ADP_01,Availability,,Adoption pathway,1,,"Stage of the adoption pathway at which an adaptation product, practice, service, or technology has been developed and exists in a form that could in principle reach intended users, prior to those users being able to obtain it.",CGIAR adoption/scaling literature,Uptake stage,Adaptation,Adaptation-conditional,"Adoption pathway is a modifier, never standalone; counts as adaptation when the intervention, output, or outcome being made available, accessed, adopted, used, or scaled is itself adaptation-specific or hazard-addressing; NOT adaptation when the thing adopted or scaled is a generic (non-adaptation) technology, product, or practice.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
ADP_02,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/ADP_02,Access,accessibility,Adoption pathway,1,,"Stage of the adoption pathway at which intended users are able to reach and obtain an adaptation product, practice, service, or technology - in terms of physical, financial, and informational access - prior to actually taking it up.",CGIAR adoption/scaling literature,Uptake stage,Adaptation,Adaptation-conditional,"Adoption pathway is a modifier, never standalone; counts as adaptation when the intervention, output, or outcome being made available, accessed, adopted, used, or scaled is itself adaptation-specific or hazard-addressing; NOT adaptation when the thing adopted or scaled is a generic (non-adaptation) technology, product, or practice.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
ADP_03,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/ADP_03,Adoption,uptake,Adoption pathway,1,,"Stage of the adoption pathway at which an intended user takes up an adaptation product, practice, service, or technology for the first time, distinct from sustained use thereafter.",AGROVOC (adoption of innovations); Rogers diffusion of innovations,Uptake stage,Adaptation,Adaptation-conditional,"Adoption pathway is a modifier, never standalone; counts as adaptation when the intervention, output, or outcome being made available, accessed, adopted, used, or scaled is itself adaptation-specific or hazard-addressing; NOT adaptation when the thing adopted or scaled is a generic (non-adaptation) technology, product, or practice.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
ADP_04,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/ADP_04,Dis-adoption,disadoption; abandonment,Adoption pathway,1,,"Stage of the adoption pathway at which a user who had taken up an adaptation product, practice, service, or technology discontinues it, the reverse of adoption.",CGIAR adoption/scaling literature (dis-adoption),Uptake stage,Adaptation,Adaptation-conditional,"Adoption pathway is a modifier, never standalone; counts as adaptation when the intervention, output, or outcome being made available, accessed, adopted, used, or scaled is itself adaptation-specific or hazard-addressing; NOT adaptation when the thing adopted or scaled is a generic (non-adaptation) technology, product, or practice.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
ADP_05,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/ADP_05,Use,utilization,Adoption pathway,1,,"Stage of the adoption pathway at which an adopter continues to apply an adaptation product, practice, service, or technology over time, reflecting sustained rather than one-off uptake.",CGIAR adoption/scaling literature,Uptake stage,Adaptation,Adaptation-conditional,"Adoption pathway is a modifier, never standalone; counts as adaptation when the intervention, output, or outcome being made available, accessed, adopted, used, or scaled is itself adaptation-specific or hazard-addressing; NOT adaptation when the thing adopted or scaled is a generic (non-adaptation) technology, product, or practice.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
TRT_01,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_01,Drought tolerance,drought-tolerant; tolerant to drought,Breeding trait,2,TRT_09,Abiotic stress tolerance conferring the ability to maintain growth and yield under water-deficit (drought) conditions.,"AGROVOC (drought tolerance, c_14914)",Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_02,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_02,Heat tolerance,heat-tolerant; tolerant to heat,Breeding trait,2,TRT_09,Abiotic stress tolerance conferring the ability to maintain growth and yield under high-temperature (heat) stress.,"AGROVOC (heat tolerance, c_11486)",Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert; Lexicon consensus,current,5.0.0-draft
TRT_03,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_03,Submergence tolerance,flood-tolerant; submergence-tolerant; tolerant to flood,Breeding trait,2,TRT_09,Abiotic stress tolerance conferring the ability to survive temporary complete submergence or waterlogging during floods.,"AGROVOC (water tolerance, c_16151)",Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_04,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_04,Salinity tolerance,salt-tolerant,Breeding trait,2,TRT_09,Abiotic stress tolerance conferring the ability to maintain growth and yield under saline soil or water conditions.,"AGROVOC (salt tolerance, c_24078)",Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_05,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_05,Pest resistance,pest-resistant; resistant to pest,Breeding trait,1,,Heritable crop or breed trait conferring the ability to resist or limit damage from pests whose pressure shifts under climate change.,"AGROVOC (pest resistance, c_5731)",Cross-cutting,Adaptation,Adaptation-conditional,"Breeding trait addresses a climate hazard, OR is part of a qualifying intervention, OR produces a hazard-conditioned outcome; NOT adaptation when selected purely for yield, quality, or market gain unrelated to a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_06,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_06,Disease resistance,disease-resistant; resistant to disease; Disease-resistant variety,Breeding trait,1,,Heritable crop or breed trait conferring the ability to resist or limit damage from pathogens whose distribution shifts under climate change.,"AGROVOC (disease resistance, c_2328)",Cross-cutting,Adaptation,Adaptation-conditional,"Breeding trait addresses a climate hazard, OR is part of a qualifying intervention, OR produces a hazard-conditioned outcome; NOT adaptation when selected purely for yield, quality, or market gain unrelated to a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_07,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_07,Early maturity,early-maturing,Breeding trait,1,,"Heritable crop trait by which a plant completes its growth cycle in a shorter period, allowing it to escape late-season drought or heat.","AGROVOC (precocity, c_2435 / early maturation, c_28619)",Cross-cutting,Adaptation,Adaptation-conditional,"Breeding trait addresses a climate hazard, OR is part of a qualifying intervention, OR produces a hazard-conditioned outcome; NOT adaptation when selected purely for yield, quality, or market gain unrelated to a climate stressor.",n/a,FALSE,Domain expert,current,5.0.0-draft
