change,ID,term,facet,level (v5),parent (v5),field changed,value in v4,value in v5,why
DEFINITION CHANGED,SYS_018,Livestock system,System,L2,SYS_115 Production system,Definition,"Production system based on raising animals - cattle, small ruminants, poultry, and others - for food, income, or assets, exposed to climate hazards affecting feed, water, animal health, and productivity.","Production system based on raising animals - cattle, small ruminants, poultry, and others - for food, income, or assets.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_019,Cattle,System,L3,SYS_018 Livestock system,Definition,"Livestock system based on raising cattle (Bos spp.) for milk, meat, draught, or assets, exposed to climate hazards affecting feed, water, heat stress, and animal health.","Livestock system based on raising cattle (Bos spp.) for milk, meat, draught, or assets.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_020,Dairy cattle,System,L4,SYS_019 Cattle,Definition,"Cattle system in which animals are kept primarily for milk production, exposed to climate hazards - especially heat stress and feed and water shortages - that reduce milk yield.",Cattle system in which animals are kept primarily for milk production.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_021,Beef cattle,System,L4,SYS_019 Cattle,Definition,"Cattle system in which animals are raised primarily for meat production, exposed to climate hazards affecting feed and water availability, heat stress, and growth.",Cattle system in which animals are raised primarily for meat production.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_022,Small ruminant,System,L3,SYS_018 Livestock system,Definition,"Livestock system based on raising sheep and goats for meat, milk, fibre, or assets, exposed to climate hazards affecting pasture, water, and animal health.","Livestock system based on raising sheep and goats for meat, milk, fibre, or assets.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_023,Poultry,System,L3,SYS_018 Livestock system,Definition,"Livestock system based on raising domesticated birds (e.g. chickens, ducks) for meat and eggs, exposed to climate hazards - especially heat stress - affecting production and survival.","Livestock system based on raising domesticated birds (e.g. chickens, ducks) for meat and eggs.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_024,Pig,System,L3,SYS_018 Livestock system,Definition,"Livestock system based on raising pigs (Sus scrofa domesticus) for meat, exposed to climate hazards affecting feed supply, heat stress, and animal health.",Livestock system based on raising pigs (Sus scrofa domesticus) for meat.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_026,Pastoral system,System,L3,SYS_018 Livestock system,Definition,"Livestock system based on extensive animal grazing on natural or seminatural rangelands, exposed to climate hazards affecting pasture, water, and herd mobility.",Livestock system based on extensive animal grazing on natural or seminatural rangelands.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_028,Intensive livestock system,System,L3,SYS_018 Livestock system,Definition,"Livestock system characterised by high stocking densities and reliance on external feed and inputs, exposed to climate hazards affecting heat stress, water, and feed supply.",Livestock system characterised by high stocking densities and reliance on external feed and inputs.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_029,Aquatic system,System,L2,SYS_115 Production system,Definition,"Production system based on the use of aquatic organisms from marine or freshwater environments - through capture or farming - for food and livelihoods, exposed to climate hazards affecting water temperature, quality, and resource availability.",Production system based on the use of aquatic organisms from marine or freshwater environments - through capture or farming - for food and livelihoods.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_030,Inland fishery,System,L4,SYS_077 Capture fishery,Definition,"Capture fishery based on harvesting wild aquatic organisms from rivers, lakes, and other freshwater bodies, sensitive to climate-driven hydrological changes including reduced flow, warming, and seasonal variability.","Capture fishery based on harvesting wild aquatic organisms from rivers, lakes, and other freshwater bodies.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_031,Marine fishery,System,L4,SYS_077 Capture fishery,Definition,"Capture fishery based on harvesting wild aquatic organisms from marine and coastal waters, exposed to climate hazards including ocean warming, acidification, and shifts in fish distribution.",Capture fishery based on harvesting wild aquatic organisms from marine and coastal waters.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_032,Aquaculture system,System,L3,SYS_029 Aquatic system,Definition,"Aquatic system for the farming of aquatic organisms - fish, molluscs, crustaceans, and aquatic plants - under some form of ownership and intervention in rearing, exposed to climate hazards affecting water temperature, quality, and availability.","Aquatic system for the farming of aquatic organisms - fish, molluscs, crustaceans, and aquatic plants - under some form of ownership and intervention in rearing.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_033,Pond aquaculture,System,L4,SYS_032 Aquaculture system,Definition,"Aquaculture system in which aquatic organisms are reared in constructed or natural ponds, exposed to climate hazards affecting water temperature, quality, and availability.",Aquaculture system in which aquatic organisms are reared in constructed or natural ponds.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_034,Cage aquaculture,System,L4,SYS_032 Aquaculture system,Definition,"Aquaculture system in which aquatic organisms are reared in cages or net pens suspended in open water bodies, exposed to climate hazards affecting water temperature, oxygen, and storm damage.",Aquaculture system in which aquatic organisms are reared in cages or net pens suspended in open water bodies.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_037,Seaweed,System,L3,SYS_029 Aquatic system,Definition,"Aquatic system based on the cultivation of marine macroalgae for food, feed, or other products, providing blue-carbon and coastal benefits while exposed to climate hazards such as ocean warming and acidification.","Aquatic system based on the cultivation of marine macroalgae for food, feed, or other products, providing blue-carbon and coastal benefits.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_039,Natural ecosystem,System,L1,(top level),Definition,"Complex of organisms and their physical environment forming a functioning whole, whose structure, functions, and services may be exposed and sensitive to climate hazards.","Complex of organisms and their physical environment forming a functioning whole, whose structure, functions, and services may be exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_040,Forest,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem dominated by trees and associated woody vegetation, providing biomass, biodiversity, and regulating services, exposed to climate hazards including drought, fire, pests, and warming.","Natural ecosystem dominated by trees and associated woody vegetation, providing biomass, biodiversity, and regulating services.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_041,Tropical forest,System,L3,SYS_040 Forest,Definition,"Forest ecosystem of the humid tropics characterised by high biomass and biodiversity, exposed to climate hazards including warming, drought, and fire that threaten its function and carbon stocks.",Forest ecosystem of the humid tropics characterised by high biomass and biodiversity.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_042,Boreal and temperate forest,System,L3,SYS_040 Forest,Definition,"Forest ecosystem of high-latitude (boreal) and mid-latitude (temperate) zones, exposed to climate hazards including warming, drought, fire, and pest outbreaks affecting its structure and carbon stocks.",Forest ecosystem of high-latitude (boreal) and mid-latitude (temperate) zones.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_044,Grassland,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem dominated by herbaceous and grass vegetation that provides forage for grazing, exposed to climate hazards affecting forage and water availability.",Natural ecosystem dominated by herbaceous and grass vegetation that provides forage for grazing.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_045,Wetland,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem in which land is saturated or covered by water permanently or seasonally, providing water regulation, biodiversity, and carbon storage, and sensitive to climate-driven hydrological change.","Natural ecosystem in which land is saturated or covered by water permanently or seasonally, providing water regulation, biodiversity, and carbon storage.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_046,Peatland,System,L3,SYS_045 Wetland,Definition,"Wetland ecosystem with waterlogged, organic peat soils that store large carbon stocks, highly sensitive to climate-driven drying, warming, and fire that can release stored carbon.","Wetland ecosystem with waterlogged, organic peat soils that store large carbon stocks.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_048,Dryland,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem of arid, semi-arid, and dry sub-humid zones characterised by limited and variable water, exposed to climate hazards including drought, heat, and desertification.","Natural ecosystem of arid, semi-arid, and dry sub-humid zones characterised by limited and variable water.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_050,Coastal zone,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem at the land-sea interface comprising shorelines, estuaries, and near-shore waters, exposed to climate hazards including sea-level rise, storm surge, coastal flooding, and erosion.","Natural ecosystem at the land-sea interface comprising shorelines, estuaries, and near-shore waters.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_052,Soil biome,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem comprising the community of organisms living in soil that drives nutrient cycling, decomposition, and soil structure, and is sensitive to climate-driven changes in temperature and moisture.","Natural ecosystem comprising the community of organisms living in soil that drives nutrient cycling, decomposition, and soil structure.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms). | repair of P26 scrub debris: dangling ""and is."" ending"
DEFINITION CHANGED,SYS_053,Protected area,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem within a clearly defined area managed for the long-term conservation of nature and associated ecosystem services, whose biodiversity may be exposed and sensitive to climate hazards.","Natural ecosystem within a clearly defined area managed for the long-term conservation of nature and associated ecosystem services, whose biodiversity may be exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_055,Food system,System,L1,(top level),Definition,"System comprising the actors, activities, and interactions involved in the production, aggregation, processing, distribution, consumption, and disposal of food, together with the broader environments and outcomes they generate, whose components are exposed and sensitive to climat","System comprising the actors, activities, and interactions involved in the production, aggregation, processing, distribution, consumption, and disposal of food, together with the broader environments and outcomes they generate, whose components are exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_056,Food production,System,L1,(top level),Definition,"Stage of the food system in which primary food products are generated through crop, livestock, fishery, aquaculture and gathering systems; exposed to climate hazards that affect production levels and stability.","Stage of the food system in which primary food products are generated through crop, livestock, fishery, aquaculture and gathering systems.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_057,Food aggregation,System,L1,(top level),Definition,"Stage of the food system in which food from multiple producers is assembled, bulked and consolidated for onward storage, processing or distribution; exposed to climate hazards affecting supply volumes and timing.","Stage of the food system in which food from multiple producers is assembled, bulked and consolidated for onward storage, processing or distribution.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_058,Food processing,System,L1,(top level),Definition,"Stage of the food system in which raw agricultural products are transformed into food products through cleaning, preservation and manufacturing; exposed to climate hazards affecting input supply, quality, energy and water.","Stage of the food system in which raw agricultural products are transformed into food products through cleaning, preservation and manufacturing.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_059,Food distribution,System,L1,(top level),Definition,"Stage of the food system in which food is stored, transported and moved from producers and processors to markets and consumers; exposed to climate hazards affecting infrastructure, logistics and quality.","Stage of the food system in which food is stored, transported and moved from producers and processors to markets and consumers.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_060,Food retail,System,L1,(top level),Definition,"Stage of the food system in which food is sold to final consumers through markets, shops and other outlets; exposed to climate hazards affecting supply, prices and access.","Stage of the food system in which food is sold to final consumers through markets, shops and other outlets.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_062,Urban and peri-urban food system,System,L2,SYS_055 Food system,Definition,"Food system situated in and around cities that supplies food to urban populations through urban and peri-urban production, markets, and distribution, exposed to climate hazards affecting supply, prices, and access.","Food system situated in and around cities that supplies food to urban populations through urban and peri-urban production, markets, and distribution.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_065,Indigenous food system,System,L2,SYS_055 Food system,Definition,"Food system based on the food cultures, knowledge, and practices of Indigenous Peoples, drawing on local biodiversity and traditional management, and exposed and sensitive to climate hazards affecting local resources.","Food system based on the food cultures, knowledge, and practices of Indigenous Peoples, drawing on local biodiversity and traditional management, and exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_067,Livelihood system,System,L1,(top level),Definition,"System comprising the capabilities, assets, activities, and social relations through which households and communities make a living and pursue wellbeing, and which is exposed and sensitive to climate hazards affecting their livelihood base.","System comprising the capabilities, assets, activities, and social relations through which households and communities make a living and pursue wellbeing, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_068,Smallholder farming livelihood,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system through which smallholder households make a living using their own capabilities, assets, and farming activities on small landholdings, and which is exposed and sensitive to climate hazards.","Livelihood system through which smallholder households make a living using their own capabilities, assets, and farming activities on small landholdings, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_070,Fishing livelihood,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system through which fishing and fish-farming households make a living from aquatic resources, drawing on their skills and assets, and which is exposed and sensitive to climate-driven changes in water temperature, fish stocks, and weather.","Livelihood system through which fishing and fish-farming households make a living from aquatic resources, drawing on their skills and assets, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_071,Forest-dependent livelihood,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system through which households make a living from forest goods and services, drawing on their knowledge and access to forest resources, and which is exposed and sensitive to climate-driven changes in forest condition.","Livelihood system through which households make a living from forest goods and services, drawing on their knowledge and access to forest resources, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_072,Agricultural labour,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system based on selling agricultural labour for wages, in which workers depend on farm employment that is exposed and sensitive to climate-driven changes in production, working conditions, and heat exposure.","Livelihood system based on selling agricultural labour for wages, in which workers depend on farm employment that is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_073,Rural livelihood,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system through which rural households make a living from a mix of farm and non-farm activities, assets, and social relations, and which is exposed and sensitive to climate hazards affecting the rural resource base.","Livelihood system through which rural households make a living from a mix of farm and non-farm activities, assets, and social relations, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_075,Mixed system,System,L2,SYS_115 Production system,Definition,"Agricultural system combining crop and animal (and sometimes tree) production on the same farm, using their interactions to spread and manage climate and production risk.","Production system combining crop and animal (and sometimes tree) production on the same farm, using their interactions to spread and manage climate and production risk.",changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,SYS_077,Capture fishery,System,L3,SYS_029 Aquatic system,Definition,"Aquatic system based on harvesting wild aquatic organisms from marine or inland waters, exposed to climate hazards affecting fish stocks, water temperature, and access.",Aquatic system based on harvesting wild aquatic organisms from marine or inland waters.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_080,River basin,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem comprising the area of land drained by a river and its tributaries, whose land and water condition governs flow regimes and is sensitive to climate-driven changes in rainfall and runoff.","Natural ecosystem comprising the area of land drained by a river and its tributaries, whose land and water condition governs flow regimes.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms). | repair of P26 scrub debris: dangling ""and is."" ending"
DEFINITION CHANGED,SYS_083,Post-harvest handling,System,L1,(top level),Definition,"Stage of the food system in which food is dried, cleaned, sorted, stored and packaged after harvest; exposed to climate hazards affecting perishability and storage conditions.","Stage of the food system in which food is dried, cleaned, sorted, stored and packaged after harvest.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_084,Food trade,System,L1,(top level),Definition,"Stage of the food system in which food commodities are exchanged between domestic and international markets; exposed to climate hazards affecting production, prices and trade flows.",Stage of the food system in which food commodities are exchanged between domestic and international markets.,"Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_086,Microalgae,System,L3,SYS_029 Aquatic system,Definition,"Aquatic system based on the cultivation of microalgae for food, feed, or other products, providing carbon-capture potential while sensitive to climate-driven changes in water temperature and light.","Aquatic system based on the cultivation of microalgae for food, feed, or other products, providing carbon-capture potential.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_087,Savanna,System,L2,SYS_039 Natural ecosystem,Definition,"Natural ecosystem of tropical and subtropical zones characterised by a grass-dominated layer with scattered trees, providing grazing and biodiversity, and exposed to climate hazards including drought, fire, and rainfall variability.","Natural ecosystem of tropical and subtropical zones characterised by a grass-dominated layer with scattered trees, providing grazing and biodiversity.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_088,Aquaculture livelihood,System,L2,SYS_067 Livelihood system,Definition,"Livelihood system through which households make a living by farming aquatic organisms, drawing on their skills and assets, and which is exposed and sensitive to climate-driven changes in water temperature, quality, and availability.","Livelihood system through which households make a living by farming aquatic organisms, drawing on their skills and assets, and which is exposed.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_089,Local food system,System,L2,SYS_055 Food system,Definition,"Food system in which food is produced, processed, and distributed within a defined local area through short supply chains linking nearby producers and consumers, exposed to climate hazards affecting local production and supply.","Food system in which food is produced, processed, and distributed within a defined local area through short supply chains linking nearby producers and consumers.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
DEFINITION CHANGED,SYS_092,Potato,System,L4,SYS_079 Tuber crop,Definition,"Tuber crop (Solanum tuberosum) grown for its starchy stem tubers, exposed to climate hazards such as heat, drought, and late-blight pressure that reduce yield and tuber quality.",Tuber crop (Solanum tuberosum) grown for its starchy stem tubers.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_093,Cassava,System,L4,SYS_010 Root crop,Definition,"Root crop (Manihot esculenta) grown for its starchy storage roots, valued for drought tolerance and exposed to climate hazards such as heat, erratic rainfall, and shifting pest and disease pressure.",Root crop (Manihot esculenta) grown for its starchy storage roots.,"Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_094,Sweet potato,System,L4,SYS_010 Root crop,Definition,"Root crop (Ipomoea batatas) grown for its storage roots and leaves, including vitamin-A-rich orange-fleshed types, exposed to climate hazards such as drought, heat, and waterlogging.","Root crop (Ipomoea batatas) grown for its storage roots and leaves, including vitamin-A-rich orange-fleshed types.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_102,Banana,System,L5,SYS_013 Fruit,Definition,"Fruit crop (Musa spp.) grown for dessert fruit and, as plantain, for cooking, exposed to drought, wind damage, and expanding disease pressure including Fusarium wilt and black sigatoka.","Fruit crop (Musa spp.) grown for dessert fruit and, as plantain, for cooking.","Two-part definition restructure (Andreea's Lexicon commitment, email section 2; her Slack: contextual material to 'the column we already have for the example'). The general definition now stops at what the concept IS; the climate-relevance clause moved to CGIAR example as 'Climate context: ...'. Tagging is unaffected - matching uses labels and synonyms, not definition text."
DEFINITION CHANGED,SYS_103,Farmed fish,System,L4,SYS_032 Aquaculture system,Definition,"Aquaculture system component comprising fish species raised in ponds, cages, or tanks within an aquaculture system, exposed to climate hazards affecting water temperature, dissolved oxygen, water availability, and flooding of production units.","Aquaculture system based on fish species raised in ponds, cages, or tanks within an aquaculture system.","Two-part definition restructure, second batch: plain climate tail (no example-word, so the p28 worklist missed it). Same Lexicon commitment - general definition stops at what the concept is; climate relevance moved to CGIAR example. Tagging unaffected (matching uses labels and synonyms)."
